A,B,C
2005-12-06,63.09,63.61
2005-12-05,63.5,63.94
2005-12-02,64.0,64.19
2005-12-01,62.87,63.92
2005-11-30,62.56,63.06
2005-11-29,62.66,63.35
2005-11-28,63.28,63.48
2005-11-25,62.75,62.9
2005-11-24,62.5,62.9
2005-11-23,62.49,62.7
2005-11-22,62.2,62.34
2005-11-21,61.78,62.24
2005-11-18,61.91,61.95
2005-11-17,61.47,61.84
2005-11-16,61.65,61.91
2005-11-15,61.18,61.72
2005-11-14,60.84,61.55
2005-11-11,60.4,60.98
2005-11-10,60.5,60.5
2005-11-09,59.42,60.22
2005-11-08,59.73,59.98
2005-11-07,58.8,59.98
2005-11-04,59.29,59.77
2005-11-03,59.41,59.81
2005-11-02,59.02,59.6
2005-11-01,60.15,60.29
2005-10-31,59.3,60.33
2005-10-28,58.02,58.94
2005-10-27,59.27,59.49
2005-10-26,59.3,60.17
2005-10-25,60.36,60.54
2005-10-24,58.72,60.41
2005-10-21,59.52,59.83
2005-10-20,60.19,60.28
2005-10-19,59.75,59.99
2005-10-18,60.82,61.11
2005-10-17,61.4,61.58
2005-10-14,61.51,61.97
2005-10-13,61.35,61.97
2005-10-12,62.17,62.55
2005-10-11,63.4,64.07
2005-10-10,63.02,63.83
2005-10-07,62.77,63.05
2005-10-06,62.91,63.05
2005-10-05,64.12,64.19
2005-10-04,63.99,64.6
2005-10-03,62.81,64.25
2005-09-30,62.0,62.5
2005-09-29,61.72,61.95
2005-09-28,61.05,61.8
2005-09-27,60.9,61.15
2005-09-26,59.75,61.25
2005-09-23,58.86,59.38
2005-09-22,58.6,59.35
2005-09-21,59.8,59.83
2005-09-20,60.23,60.65
2005-09-19,59.1,60.2
2005-09-16,59.42,60.73
2005-09-15,59.42,59.86
2005-09-14,59.68,60.05
2005-09-13,60.85,60.85
2005-09-12,60.4,60.89
2005-09-09,60.0,60.54
2005-09-08,59.74,60.15
2005-09-07,59.39,59.92
2005-09-06,58.56,59.45
2005-09-05,58.1,58.67
2005-09-02,57.71,58.17
2005-09-01,57.1,57.94
2005-08-31,56.68,57.23
2005-08-30,56.68,57.21
2005-08-29,55.61,56.75
2005-08-26,57.4,57.63
2005-08-25,57.81,57.81
2005-08-24,57.8,58.08
2005-08-23,58.14,58.4
2005-08-22,57.58,58.54
2005-08-19,57.0,57.95
2005-08-18,57.61,57.61
2005-08-17,57.1,57.79
2005-08-16,58.55,58.71
2005-08-15,58.3,58.58
2005-08-12,59.1,59.28
2005-08-11,58.83,59.36
2005-08-10,58.79,59.42
2005-08-09,57.7,58.75
2005-08-08,57.59,58.2
2005-08-05,58.01,58.56
2005-08-04,59.4,59.63
2005-08-03,60.7,61.09
2005-08-02,58.95,59.92
2005-08-01,58.6,59.0
2005-07-29,58.6,59.1
2005-07-28,57.6,58.78
2005-07-27,57.49,57.55
2005-07-26,57.55,58.21
2005-07-25,57.45,57.75
2005-07-22,57.55,57.87
2005-07-21,57.8,58.18
2005-07-20,57.2,57.84
2005-07-19,56.2,57.42
2005-07-18,56.21,56.39
2005-07-15,56.03,56.26
2005-07-14,55.77,56.32
2005-07-13,54.96,55.7
2005-07-12,55.48,55.48
2005-07-11,54.67,55.38
2005-07-08,54.49,54.5
2005-07-07,54.35,54.73
2005-07-06,54.98,55.24
2005-07-05,55.49,55.49
2005-07-04,55.65,55.77
2005-07-01,55.05,55.81
2005-06-30,55.02,55.35
2005-06-29,55.65,55.74
2005-06-28,54.8,55.8
2005-06-27,54.78,55.38
2005-06-24,55.75,55.99
2005-06-23,56.28,56.69
2005-06-22,56.2,56.28
2005-06-21,56.5,56.62
2005-06-20,56.68,56.68
2005-06-17,56.55,57.09
2005-06-16,56.45,56.65
2005-06-15,56.5,56.88
2005-06-14,56.35,56.45
2005-06-13,56.3,56.59
2005-06-10,55.9,56.38
2005-06-09,55.55,55.85
2005-06-08,55.32,55.9
2005-06-07,55.23,55.97
2005-06-06,55.7,55.7
2005-06-03,55.8,55.84
2005-06-02,55.0,55.74
2005-06-01,54.19,55.06
2005-05-31,54.34,54.34
2005-05-30,53.75,54.18
2005-05-27,53.83,53.88
2005-05-26,53.76,53.94
2005-05-25,53.5,54.09
2005-05-24,53.0,53.53
2005-05-23,53.14,53.15
2005-05-20,52.6,52.93
2005-05-19,52.36,52.85
2005-05-18,51.53,52.3
2005-05-17,51.38,51.38
2005-05-16,50.92,51.47
2005-05-13,51.75,51.77
2005-05-12,52.25,52.39
2005-05-11,52.0,52.57
2005-05-10,52.65,52.77
2005-05-09,52.65,52.74
2005-05-06,51.79,52.73
2005-05-05,51.59,51.96
2005-05-04,51.55,51.76
2005-05-03,51.02,51.76
2005-05-02,50.5,51.24
2005-04-29,49.85,50.41
2005-04-28,52.42,52.44
2005-04-27,52.25,52.39
2005-04-26,52.78,52.78
2005-04-25,51.88,52.97
2005-04-22,51.87,52.25
2005-04-21,51.35,51.71
2005-04-20,52.38,52.65
2005-04-19,51.75,52.28
2005-04-18,50.88,51.19
2005-04-15,52.6,52.78
2005-04-14,53.93,54.0
2005-04-13,55.0,55.1
2005-04-12,55.85,56.08
2005-04-11,55.9,56.0
2005-04-08,56.55,56.55
2005-04-07,56.39,56.6
2005-04-06,55.62,56.28
2005-04-05,55.35,55.64
2005-04-04,54.82,55.24
2005-04-01,54.55,55.81
2005-03-31,54.47,55.04
2005-03-30,54.64,54.68
2005-03-29,54.39,54.97
2005-03-28,54.74,54.74
2005-03-25,54.74,54.74
2005-03-24,55.38,55.45
2005-03-23,54.47,55.34
2005-03-22,54.43,55.14
2005-03-21,54.49,55.26
2005-03-18,55.0,55.1
2005-03-17,55.25,55.39
2005-03-16,56.4,56.82
2005-03-15,56.16,56.58
2005-03-14,55.65,56.07
2005-03-11,56.15,56.43
2005-03-10,56.4,56.75
2005-03-09,56.9,57.8
2005-03-08,58.2,58.2
2005-03-07,57.77,58.5
2005-03-04,56.65,57.64
2005-03-03,56.1,56.79
2005-03-02,56.5,56.69
2005-03-01,56.55,56.84
2005-02-28,56.58,56.89
2005-02-25,56.28,56.42
2005-02-24,55.98,56.14
2005-02-23,55.8,55.92
2005-02-22,56.79,56.79
2005-02-21,56.72,57.02
2005-02-18,56.31,57.1
2005-02-17,56.1,56.61
2005-02-16,56.21,56.3
2005-02-15,55.83,56.4
2005-02-14,55.74,55.83
2005-02-11,54.91,55.76
2005-02-10,55.1,55.45
2005-02-09,54.88,55.27
2005-02-08,54.0,54.55
2005-02-07,53.6,54.23
2005-02-04,53.23,53.7
2005-02-03,53.24,53.24
2005-02-02,52.89,53.13
2005-02-01,52.59,53.03
2005-01-31,52.19,52.65
2005-01-28,52.3,52.42
2005-01-27,51.64,52.15
2005-01-26,51.8,51.96
2005-01-25,51.8,51.9
2005-01-24,51.75,51.89
2005-01-21,52.25,52.4
2005-01-20,52.83,52.87
2005-01-19,52.58,52.98
2005-01-18,52.15,52.44
2005-01-17,52.06,52.81
2005-01-14,51.45,52.39
2005-01-13,51.69,51.91
2005-01-12,51.75,52.17
2005-01-11,52.65,52.67
2005-01-10,52.76,52.97
2005-01-07,52.55,53.16
2005-01-06,52.77,53.0
2005-01-05,53.0,53.0
2005-01-04,53.26,53.44
2005-01-03,52.84,53.99
2004-12-31,53.0,53.0
2004-12-30,52.94,53.05
2004-12-29,52.95,52.95
2004-12-28,52.8,52.9
2004-12-27,52.01,52.75
2004-12-24,52.3,52.3
2004-12-23,51.56,52.33
2004-12-22,52.2,52.36
2004-12-21,51.73,52.08
2004-12-20,51.1,52.0
2004-12-17,51.95,52.06
2004-12-16,51.42,51.82
2004-12-15,51.7,51.81
2004-12-14,52.0,52.2
2004-12-13,51.79,52.08
2004-12-10,51.34,51.59
2004-12-09,51.4,51.5
2004-12-08,52.0,52.0
2004-12-07,52.35,52.68
2004-12-06,51.65,52.3
2004-12-03,51.82,52.09
2004-12-02,51.98,52.31
2004-12-01,50.47,52.12
2004-11-30,51.44,51.44
2004-11-29,51.01,52.1
2004-11-26,50.9,51.28
2004-11-25,50.8,51.3
2004-11-24,50.95,50.95
2004-11-23,50.94,50.94
2004-11-22,50.81,50.94
2004-11-19,50.98,51.27
2004-11-18,50.5,51.14
2004-11-17,49.69,50.6
2004-11-16,49.94,50.1
2004-11-15,50.23,50.44
2004-11-12,50.39,50.58
2004-11-11,51.15,51.15
2004-11-10,50.56,51.18
2004-11-09,50.15,50.6
2004-11-08,50.16,50.34
2004-11-05,50.19,50.79
2004-11-04,49.48,49.78
2004-11-03,50.0,50.2
2004-11-02,49.99,49.99
2004-11-01,49.0,49.9
2004-10-29,48.85,49.47
2004-10-28,49.26,49.37
2004-10-27,48.2,48.87
2004-10-26,47.97,48.07
2004-10-25,47.95,48.1
2004-10-22,48.7,49.32
2004-10-21,48.29,48.65
2004-10-20,48.0,48.07
2004-10-19,48.0,48.83
2004-10-18,47.37,47.73
2004-10-15,46.64,47.52
2004-10-14,46.87,46.98
2004-10-13,47.4,47.97
2004-10-12,48.05,48.08
2004-10-11,48.2,48.44
2004-10-08,48.77,49.15
2004-10-07,48.76,49.23
2004-10-06,48.6,48.92
2004-10-05,48.8,49.13
2004-10-04,49.46,49.76
2004-10-01,47.51,48.76
2004-09-30,47.81,48.29
2004-09-29,46.27,47.9
2004-09-28,45.55,46.24
2004-09-27,45.68,45.87
2004-09-24,45.58,46.01
2004-09-23,46.16,46.16
2004-09-22,46.65,46.94
2004-09-21,46.63,46.98
2004-09-20,46.57,46.83
2004-09-17,46.03,46.97
2004-09-16,46.25,46.35
2004-09-15,46.11,46.34
2004-09-14,45.83,46.15
2004-09-13,45.49,46.0
2004-09-10,45.35,45.79
2004-09-09,45.47,45.47
2004-09-08,45.8,45.8
2004-09-07,45.7,45.75
2004-09-06,45.57,45.78
2004-09-03,44.95,45.89
2004-09-02,44.7,45.12
2004-09-01,44.97,45.05
2004-08-31,44.81,45.06
2004-08-30,45.06,45.09
2004-08-27,44.79,45.2
2004-08-26,44.75,44.75
2004-08-25,44.18,44.35
2004-08-24,44.0,44.15
2004-08-23,43.95,44.19
2004-08-20,43.33,43.6
2004-08-19,43.66,43.75
2004-08-18,43.0,43.66
2004-08-17,42.73,43.29
2004-08-16,42.37,43.21
2004-08-13,43.15,43.43
2004-08-12,43.2,43.32
2004-08-11,43.6,43.66
2004-08-10,43.81,43.89
2004-08-09,43.98,44.15
2004-08-06,44.62,44.87
2004-08-05,44.74,45.37
2004-08-04,45.0,45.15
2004-08-03,44.03,44.68
2004-08-02,43.9,44.24
2004-07-30,44.23,44.69
2004-07-29,43.47,44.2
2004-07-28,43.35,43.6
2004-07-27,42.66,43.17
2004-07-26,43.12,43.12
2004-07-23,42.99,43.26
2004-07-22,43.33,43.45
2004-07-21,43.94,44.07
2004-07-20,43.5,43.73
2004-07-19,43.8,43.86
2004-07-16,44.0,44.2
2004-07-15,44.1,44.26
2004-07-14,43.8,44.2
2004-07-13,43.87,44.13
2004-07-12,43.72,44.25
2004-07-09,44.38,44.38
2004-07-08,43.65,44.19
2004-07-07,43.42,44.06
2004-07-06,44.1,44.15
2004-07-05,43.87,44.04
2004-07-02,43.71,44.25
2004-07-01,44.27,44.61
2004-06-30,44.5,44.75
2004-06-29,44.4,44.78
2004-06-28,43.62,44.49
2004-06-25,43.5,43.85
2004-06-24,43.15,43.72
2004-06-23,42.53,43.08
2004-06-22,42.73,42.94
2004-06-21,43.0,43.05
2004-06-18,42.56,42.88
2004-06-17,42.45,42.88
2004-06-16,42.38,42.84
2004-06-15,41.9,42.35
2004-06-14,42.46,42.51
2004-06-11,42.58,42.66
2004-06-10,42.46,42.78
2004-06-09,43.02,43.04
2004-06-08,43.37,43.37
2004-06-07,43.25,43.25
2004-06-04,42.36,42.84
2004-06-03,42.26,42.58
2004-06-02,42.19,42.69
2004-06-01,42.34,42.34
2004-05-31,42.0,42.34
2004-05-28,42.5,42.72
2004-05-27,41.7,42.65
2004-05-26,41.85,42.13
2004-05-25,41.25,41.35
2004-05-24,41.42,42.13
2004-05-21,41.94,41.94
2004-05-20,41.25,41.63
2004-05-19,41.68,42.02
2004-05-18,41.1,41.52
2004-05-17,40.81,41.09
2004-05-14,41.23,41.88
2004-05-13,41.05,41.51
2004-05-12,41.11,41.6
2004-05-11,40.85,41.29
2004-05-10,40.56,41.07
2004-05-07,41.4,41.81
2004-05-06,42.04,42.25
2004-05-05,41.76,42.61
2004-05-04,42.67,42.81
2004-05-03,42.58,42.99
2004-04-30,42.11,43.4
2004-04-29,44.7,44.7
2004-04-28,44.93,45.46
2004-04-27,45.0,45.23
2004-04-26,44.62,45.2
2004-04-23,44.41,44.9
2004-04-22,43.75,44.25
2004-04-21,44.05,44.2
2004-04-20,44.32,44.65
2004-04-19,43.8,44.2
2004-04-16,43.35,44.07
2004-04-15,43.49,43.94
2004-04-14,43.55,43.76
2004-04-13,43.82,44.39
2004-04-12,43.22,43.22
2004-04-09,43.22,43.22
2004-04-08,44.0,44.0
2004-04-07,43.35,43.71
2004-04-06,44.05,44.05
2004-04-05,43.32,44.01
2004-04-02,42.05,43.32
2004-04-01,41.55,42.12
2004-03-31,41.48,41.89
2004-03-30,41.78,41.78
2004-03-29,41.21,41.77
2004-03-26,41.67,41.72
2004-03-25,41.0,41.42
2004-03-24,40.53,40.98
2004-03-23,40.29,41.03
2004-03-22,40.6,40.9
2004-03-19,41.83,41.92
2004-03-18,42.5,42.64
2004-03-17,43.01,43.08
2004-03-16,41.15,42.01
2004-03-15,41.65,41.9
2004-03-12,41.2,42.24
2004-03-11,42.4,42.66
2004-03-10,42.95,43.37
2004-03-09,43.7,43.82
2004-03-08,43.57,43.97
2004-03-05,43.79,43.9
2004-03-04,43.45,43.72
2004-03-03,43.71,43.99
2004-03-02,44.23,44.41
2004-03-01,43.54,44.24
2004-02-27,42.68,43.54
2004-02-26,41.66,42.68
2004-02-25,41.6,41.9
2004-02-24,42.0,42.35
2004-02-23,41.82,42.24
2004-02-20,42.36,42.72
2004-02-19,42.33,42.82
2004-02-18,42.4,42.47
2004-02-17,42.62,43.26
2004-02-16,42.09,42.94
2004-02-13,42.9,43.07
2004-02-12,43.41,43.41
2004-02-11,43.45,43.82
2004-02-10,43.75,43.88
2004-02-09,43.1,43.69
2004-02-06,42.86,43.21
2004-02-05,43.28,43.49
2004-02-04,43.59,43.7
2004-02-03,44.72,44.9
2004-02-02,44.5,44.74
2004-01-30,44.89,45.1
2004-01-29,44.63,45.5
2004-01-28,44.49,44.98
2004-01-27,44.18,45.42
2004-01-26,44.9,45.1
2004-01-23,44.69,44.91
2004-01-22,45.25,45.3
2004-01-21,44.9,45.69
2004-01-20,45.4,46.16
2004-01-19,45.22,45.75
2004-01-16,45.4,45.58
2004-01-15,45.35,45.54
2004-01-14,45.0,45.87
2004-01-13,44.72,45.19
2004-01-12,44.49,45.02
2004-01-09,45.47,45.48
2004-01-08,45.34,45.9
2004-01-07,45.21,45.25
2004-01-06,44.8,45.12
2004-01-05,44.7,44.95
2004-01-02,44.52,45.23
2004-01-01,44.58,44.58
2003-12-31,44.58,44.58
2003-12-30,44.17,44.85
2003-12-29,43.51,43.97
2003-12-26,43.29,43.29
2003-12-25,43.29,43.29
2003-12-24,43.29,43.29
2003-12-23,43.1,43.5
2003-12-22,42.9,43.38
2003-12-19,42.64,43.61
2003-12-18,41.87,42.75
2003-12-17,42.24,42.51
2003-12-16,42.1,42.57
2003-12-15,42.41,42.7
2003-12-12,42.64,42.73
2003-12-11,42.65,42.7
2003-12-10,43.27,43.46
2003-12-09,43.05,43.6
2003-12-08,42.2,42.6
2003-12-05,42.77,43.11
2003-12-04,43.02,43.41
2003-12-03,42.39,43.4
2003-12-02,42.5,43.37
2003-12-01,41.75,42.65
2003-11-28,41.4,41.7
2003-11-27,41.3,41.48
2003-11-26,41.26,41.87
2003-11-25,42.05,42.21
2003-11-24,41.2,42.0
2003-11-21,41.38,41.48
2003-11-20,41.18,41.32
2003-11-19,40.68,41.21
2003-11-18,41.32,41.93
2003-11-17,41.61,41.85
2003-11-14,41.9,42.78
2003-11-13,41.75,42.5
2003-11-12,41.85,42.0
2003-11-11,41.42,41.7
2003-11-10,42.65,42.65
2003-11-07,41.8,42.88
2003-11-06,41.83,41.99
2003-11-05,41.0,42.01
2003-11-04,40.09,41.4
2003-11-03,39.55,40.15
2003-10-31,39.79,39.98
2003-10-30,40.15,40.6
2003-10-29,40.2,40.29
2003-10-28,39.94,40.3
2003-10-27,39.4,40.0
2003-10-24,39.32,39.59
2003-10-23,38.49,39.6
2003-10-22,40.09,40.32
2003-10-21,40.25,40.45
2003-10-20,39.52,40.27
2003-10-17,40.06,40.63
2003-10-16,39.75,40.53
2003-10-15,39.84,40.3
2003-10-14,39.5,39.73
2003-10-13,39.41,39.75
2003-10-10,39.13,39.39
2003-10-09,38.38,39.4
2003-10-08,38.5,38.79
2003-10-07,39.0,39.0
2003-10-06,39.51,39.6
2003-10-03,38.0,39.99
2003-10-02,38.57,38.95
2003-10-01,37.4,38.11
2003-09-30,38.3,38.37
2003-09-29,38.6,39.0
2003-09-26,38.0,39.1
2003-09-25,37.7,39.0
2003-09-24,39.15,39.39
2003-09-23,39.71,39.96
2003-09-22,41.06,41.11
2003-09-19,41.5,41.5
2003-09-18,41.08,41.5
2003-09-17,41.75,41.9
2003-09-16,41.4,41.78
2003-09-15,41.2,41.45
2003-09-12,41.61,41.7
2003-09-11,41.48,41.95
2003-09-10,41.84,42.0
2003-09-09,42.5,42.69
2003-09-08,42.3,42.7
2003-09-05,42.89,43.09
2003-09-04,42.9,43.37
2003-09-03,43.0,43.44
2003-09-02,43.05,43.1
2003-09-01,42.41,43.39
2003-08-29,42.8,42.95
2003-08-28,42.77,43.34
2003-08-27,42.42,42.75
2003-08-26,42.55,43.19
2003-08-25,42.68,42.68
2003-08-22,42.15,43.36
2003-08-21,42.25,42.8
2003-08-20,42.34,42.59
2003-08-19,42.5,42.82
2003-08-18,42.04,42.42
2003-08-15,41.23,42.12
2003-08-14,40.35,41.48
2003-08-13,40.45,40.8
2003-08-12,39.99,40.43
2003-08-11,39.93,40.18
2003-08-08,39.88,40.09
2003-08-07,40.05,40.05
2003-08-06,41.7,42.01
2003-08-05,42.06,42.24
2003-08-04,42.0,42.68
2003-08-01,42.2,42.61
2003-07-31,41.45,42.56
2003-07-30,40.86,41.58
2003-07-29,40.7,41.65
2003-07-28,40.75,40.95
2003-07-25,40.48,40.7
2003-07-24,39.9,40.94
2003-07-23,40.55,40.57
2003-07-22,40.2,40.49
2003-07-21,40.8,41.08
2003-07-18,40.5,40.95
2003-07-17,39.98,40.68
2003-07-16,40.21,40.7
2003-07-15,40.19,40.6
2003-07-14,39.69,40.65
2003-07-11,38.81,39.73
2003-07-10,39.18,39.24
2003-07-09,39.5,39.7
2003-07-08,39.4,39.99
2003-07-07,37.8,39.92
2003-07-04,36.75,37.85
2003-07-03,37.01,37.69
2003-07-02,37.0,37.35
2003-07-01,37.1,37.35
2003-06-30,37.8,37.8
2003-06-27,38.15,38.26
2003-06-26,37.26,38.0
2003-06-25,38.3,38.53
2003-06-24,38.25,38.5
2003-06-23,39.2,39.27
2003-06-20,39.25,39.85
2003-06-19,39.95,39.95
2003-06-18,39.44,39.99
2003-06-17,39.5,39.8
2003-06-16,38.16,39.13
2003-06-13,38.25,39.15
2003-06-12,37.92,38.8
2003-06-11,37.05,37.8
2003-06-10,36.53,37.45
2003-06-09,36.48,37.07
2003-06-06,36.35,37.34
2003-06-05,37.3,37.42
2003-06-04,36.75,37.5
2003-06-03,36.36,36.93
2003-06-02,37.1,37.3
2003-05-30,35.65,36.95
2003-05-29,36.15,36.47
2003-05-28,35.11,36.45
2003-05-27,34.24,35.17
2003-05-26,34.5,35.02
2003-05-23,35.38,35.55
2003-05-22,35.24,35.44
2003-05-21,35.78,35.84
2003-05-20,35.9,36.51
2003-05-19,37.29,37.64
2003-05-16,37.7,38.78
2003-05-15,37.4,37.89
2003-05-14,36.25,37.65
2003-05-13,37.29,37.38
2003-05-12,37.68,37.72
2003-05-09,36.98,37.27
2003-05-08,38.15,38.58
2003-05-07,39.22,39.42
2003-05-06,39.97,40.75
2003-05-05,40.88,41.16
2003-05-02,39.6,40.4
2003-05-01,39.78,39.78
2003-04-30,39.79,40.47
2003-04-29,40.3,40.47
2003-04-28,38.2,39.47
2003-04-25,39.2,39.83
2003-04-24,39.6,40.73
2003-04-23,40.92,41.22
2003-04-22,39.45,40.88
2003-04-21,39.5,39.5
2003-04-18,39.5,39.5
2003-04-17,37.94,39.54
2003-04-16,38.87,39.37
2003-04-15,39.2,39.47
2003-04-14,38.99,39.08
2003-04-11,38.44,39.42
2003-04-10,37.82,39.68
2003-04-09,38.29,39.78
2003-04-08,39.28,39.5
2003-04-07,39.0,40.24
2003-04-04,36.69,38.32
2003-04-03,35.75,37.17
2003-04-02,33.9,36.3
2003-04-01,34.04,34.58
2003-03-31,34.9,34.97
2003-03-28,36.2,36.54
2003-03-27,36.22,36.6
2003-03-26,36.2,37.33
2003-03-25,34.5,36.27
2003-03-24,37.45,38.19
2003-03-21,36.0,38.2
2003-03-20,36.5,37.92
2003-03-19,35.01,37.8
2003-03-18,34.0,35.6
2003-03-17,31.33,32.26
2003-03-14,31.19,32.87
2003-03-13,28.8,31.06
2003-03-12,30.3,30.34
2003-03-11,31.59,32.01
2003-03-10,32.32,32.4
2003-03-07,32.3,32.85
2003-03-06,33.31,33.49
2003-03-05,33.46,33.9
2003-03-04,33.89,34.56
2003-03-03,34.16,34.8
2003-02-28,33.53,34.33
2003-02-27,33.15,33.65
2003-02-26,33.57,33.8
2003-02-25,32.67,33.44
2003-02-24,33.75,34.03
2003-02-21,33.39,34.05
2003-02-20,34.01,34.63
2003-02-19,34.78,34.9
2003-02-18,34.74,35.19
2003-02-17,34.83,34.99
2003-02-14,32.99,34.65
2003-02-13,32.7,33.17
2003-02-12,33.55,33.87
2003-02-11,33.56,34.62
2003-02-10,33.16,33.68
2003-02-07,33.41,34.35
2003-02-06,34.25,34.62
2003-02-05,33.5,34.84
2003-02-04,34.59,34.59
2003-02-03,34.7,35.19
2003-01-31,32.85,34.6
2003-01-30,33.84,34.33
2003-01-29,32.48,34.18
2003-01-28,32.21,33.44
2003-01-27,33.5,33.76
2003-01-24,34.95,34.97
2003-01-23,34.21,35.25
2003-01-22,34.91,35.46
2003-01-21,35.95,36.52
2003-01-20,35.99,36.7
2003-01-17,37.19,37.19
2003-01-16,36.7,37.68
2003-01-15,37.55,37.86
2003-01-14,36.99,37.79
2003-01-13,36.9,37.59
2003-01-10,37.29,37.61
2003-01-09,37.5,37.92
2003-01-08,38.34,38.88
2003-01-07,39.03,39.74
2003-01-06,38.5,39.2
2003-01-03,38.49,38.99
2003-01-02,35.85,38.42
2003-01-01,36.08,36.08
2002-12-31,36.08,36.08
2002-12-30,35.8,36.44
2002-12-27,36.98,37.67
2002-12-26,36.05,36.05
2002-12-25,36.05,36.05
2002-12-24,36.05,36.05
2002-12-23,37.99,38.11
2002-12-20,36.5,37.94
2002-12-19,37.5,38.05
2002-12-18,38.56,38.75
2002-12-17,38.6,38.79
2002-12-16,37.3,38.4
2002-12-13,38.6,38.9
2002-12-12,39.59,39.79
2002-12-11,39.2,39.9
2002-12-10,38.29,39.5
2002-12-09,39.13,39.8
2002-12-06,39.83,39.86
2002-12-05,40.32,40.7
2002-12-04,40.35,40.66
2002-12-03,41.0,41.14
2002-12-02,39.04,41.2
2002-11-29,39.22,40.1
2002-11-28,38.44,39.26
2002-11-27,36.7,38.6
2002-11-26,37.92,38.2
2002-11-25,38.0,38.39
2002-11-22,37.97,38.26
2002-11-21,37.33,38.2
2002-11-20,36.9,37.4
2002-11-19,37.21,37.59
2002-11-18,38.28,38.39
2002-11-15,38.2,38.25
2002-11-14,38.1,38.3
2002-11-13,37.55,38.15
2002-11-12,37.45,38.25
2002-11-11,36.28,37.47
2002-11-08,36.43,37.66
2002-11-07,38.0,38.28
2002-11-06,39.38,39.4
2002-11-05,38.29,39.0
2002-11-04,37.98,38.74
2002-11-01,37.35,37.75
2002-10-31,37.34,38.08
2002-10-30,36.3,37.67
2002-10-29,37.32,38.38
2002-10-28,36.97,38.15
2002-10-25,36.02,36.9
2002-10-24,36.5,37.66
2002-10-23,37.98,38.18
2002-10-22,38.52,39.05
2002-10-21,38.15,38.89
2002-10-18,38.52,38.78
2002-10-17,38.36,38.9
2002-10-16,37.25,38.65
2002-10-15,36.5,37.6
2002-10-14,36.42,36.73
2002-10-11,34.71,36.62
2002-10-10,32.89,34.66
2002-10-09,33.1,33.6
2002-10-08,34.1,34.95
2002-10-07,33.59,34.4
2002-10-04,35.65,35.97
2002-10-03,35.5,37.0
2002-10-02,37.0,37.95
2002-10-01,35.89,36.9
2002-09-30,36.15,36.2
2002-09-27,37.9,38.38
2002-09-26,36.9,38.17
2002-09-25,35.4,37.19
2002-09-24,37.72,38.3
2002-09-23,38.45,39.37
2002-09-20,37.75,39.35
2002-09-19,38.7,38.95
2002-09-18,39.5,39.5
2002-09-17,41.25,41.55
2002-09-16,40.84,40.9
2002-09-13,40.24,40.78
2002-09-12,41.58,41.59
2002-09-11,41.1,41.94
2002-09-10,40.9,41.39
2002-09-09,40.93,40.93
2002-09-06,39.92,40.96
2002-09-05,40.21,40.42
2002-09-04,39.05,40.5
2002-09-03,41.11,41.7
2002-09-02,41.92,41.99
2002-08-30,40.9,42.25
2002-08-29,40.52,40.9
2002-08-28,42.45,42.45
2002-08-27,42.45,42.45
2002-08-26,42.45,42.45
2002-08-23,42.45,42.45
2002-08-22,41.15,42.46
2002-08-21,40.7,41.8
2002-08-20,41.89,41.89
2002-08-19,41.0,41.94
2002-08-16,41.8,41.95
2002-08-15,41.11,41.98
2002-08-14,40.4,41.4
2002-08-13,42.0,42.59
2002-08-12,42.34,42.89
2002-08-09,42.1,42.9
2002-08-08,41.03,41.9
2002-08-07,40.24,40.25
2002-08-06,37.3,40.29
2002-08-05,39.02,39.09
2002-08-02,38.9,39.99
2002-08-01,39.23,40.54
2002-07-31,41.2,41.6
2002-07-30,40.51,41.25
2002-07-29,38.8,40.85
2002-07-26,36.25,39.13
2002-07-25,38.9,39.17
2002-07-24,37.36,38.4
2002-07-23,38.79,40.13
2002-07-22,39.4,40.11
2002-07-19,41.99,42.01
2002-07-18,42.16,43.15
2002-07-17,40.6,42.16
2002-07-16,42.25,42.53
2002-07-15,42.95,43.48
2002-07-12,44.17,44.8
2002-07-11,44.2,44.65
2002-07-10,45.55,45.98
2002-07-09,47.74,47.93
2002-07-08,47.11,47.65
2002-07-05,46.26,47.75
2002-07-04,46.4,46.6
2002-07-03,45.89,46.64
2002-07-02,45.8,47.13
2002-07-01,46.8,47.2
2002-06-28,45.9,47.4
2002-06-27,45.9,45.9
2002-06-26,44.8,46.15
2002-06-25,45.8,46.95
2002-06-24,45.95,46.35
2002-06-21,44.67,46.07
2002-06-20,45.13,45.36
2002-06-19,45.65,45.65
2002-06-18,45.99,46.08
2002-06-17,44.75,46.0
2002-06-14,45.75,45.75
2002-06-13,45.96,46.2
2002-06-12,45.9,45.9
2002-06-11,46.8,47.04
2002-06-10,46.99,47.17
2002-06-07,46.5,46.53
2002-06-06,46.63,47.76
2002-06-05,46.97,47.36
2002-06-04,48.16,48.17
2002-06-03,49.5,49.55
2002-05-31,49.05,49.83
2002-05-30,49.0,49.25
2002-05-29,48.6,49.15
2002-05-28,49.0,49.0
2002-05-27,48.41,49.19
2002-05-24,48.4,48.75
2002-05-23,48.5,48.8
2002-05-22,48.4,48.74
2002-05-21,48.65,49.44
2002-05-20,48.75,49.28
2002-05-17,48.05,49.31
2002-05-16,48.01,48.2
2002-05-15,47.95,48.05
2002-05-14,47.47,48.0
2002-05-13,46.75,47.65
